entity_type,dict_key,mention_count,row_count,sources,canonical_names
PN,du10-a-šùr,7,7,lexicon; onomasticon,Ṭab-Aššur; Ṭāb-Aššur
PN,ú-ku-ú,7,2,lexicon; onomasticon,Ukua
PN,i-ku-a,7,6,lexicon,Ikuani
PN,a-gu-a,7,6,lexicon; onomasticon,Agua
PN,pá-na-kà,7,5,lexicon,Banaga
PN,{d}iškur-ba-ni,7,6,lexicon; onomasticon,Adad-bani; Adad-bāni; Adad-bānī
PN,a-du-da,7,6,lexicon; onomasticon,Aduda; Adudā
PN,ili5-ba-ni-ma,7,4,lexicon; onomasticon,Ilī-bāni; Ilī-bānī
PN,šu-hu-bu-ur,7,6,lexicon; onomasticon,Šu-Hubur; Šu-Ḫubur
PN,ṣí-lá-{d}im,6,5,onomasticon,Ṣillī-Adad
PN,ištar-ba-ni,6,5,lexicon; onomasticon,Ištar-bāni; Ištar-bānī
PN,šu-ub-ri-im,6,5,lexicon,Šubru
PN,puzur4-{d}utu,6,2,onomasticon,Puzur4-{d}UTU
PN,ku-zi-a,6,5,lexicon; onomasticon,Kuzia; Kuziā
PN,a-mu-ur-ša-ra-sà,6,3,lexicon; onomasticon,Amur-šarrassa
PN,ša-lim-wa-ar-dim,6,2,lexicon; onomasticon,Šalim-wardī
PN,lá-ma-sí-tim,6,5,lexicon,Lamassatu
PN,kà-ar-ší-ni,6,5,lexicon; onomasticon,Karšini
PN,a-zu-za-a,6,5,lexicon; onomasticon,Azuza
PN,ir-nu-id,6,5,lexicon; onomasticon,Irnuid
PN,puzur4-e-nam,6,5,lexicon,Puzur-Enna
PN,a-šur-ka-ši-id,6,6,lexicon; onomasticon,Aššur-kāšid
PN,man-a-šur-ma,6,6,lexicon; onomasticon,Puzur-Aššur
PN,dingir-šu-gal,6,6,lexicon; onomasticon,Ilšu-rabi
PN,ṣí-li-ištar,6,6,lexicon; onomasticon,Ṣilli-Ištar; Ṣillī-Ištar
PN,ki-zi,6,5,lexicon; onomasticon,Kizi
PN,be-lúm-ba-ni-ma,6,6,lexicon; onomasticon,Belum-bani; Bēlum-bāni; Bēlum-bānī
PN,a-zu-a,6,6,onomasticon,Azuwa
PN,{d}utu.du10,6,4,lexicon; onomasticon,Šamaš-ṭāb
PN,kàr-wa-a,6,6,lexicon,Qarwiā
PN,ì-dí-ba-ni,6,4,lexicon; onomasticon,Idi-bani; Idi-bāni; Idi-bānī
PN,{d}utu-a-bi,6,3,lexicon; onomasticon,Šamaš-abī
PN,a-mu-ra-a,6,5,lexicon,Amurrā
PN,la-qé-pí-im,6,6,lexicon,Lā-qēpu
PN,ku-na-a,6,4,lexicon,Kunā
PN,qá-a-tim,6,6,lexicon,Qayyātu
PN,hi-na-a-ma,6,6,lexicon,Ḫinnā
PN,ki-ta-a,6,4,lexicon; onomasticon,Kida; Kidā
PN,bu-zi,6,6,lexicon; onomasticon,Buzi
PN,ú-ṣú-ur-ša-ištar,6,6,lexicon; onomasticon,Uṣur-ša-Ištar
PN,a-da-a,6,5,lexicon,Attā
PN,i-dí-sú-in-ma,6,6,lexicon; onomasticon,Iddin-Suen
PN,i-a-a,6,6,onomasticon,Yaya
PN,ma-num-ba-lúm-a-šur,6,6,lexicon; onomasticon,Mannum-balum-Aššur; Mannum-bālum-Aššur
PN,lá-li-im,6,5,lexicon,Lālu
PN,en-num-a-šur,6,3,lexicon; onomasticon,Ennam-Aššur
PN,a-bi4-ì-lí,6,4,lexicon; onomasticon,Apili
PN,da-dí-a-ma,6,6,lexicon; onomasticon,Dadia; Dādia
PN,šu-bé-lúm-ma,6,5,lexicon,Šu-Bēlu
PN,a-bu-silim,6,2,lexicon,Abum-šali
PN,en-nu-a-šur,6,1,lexicon; onomasticon,Ennam-Aššur
PN,bur-sú-in,6,6,lexicon; onomasticon,Būr-Suen
PN,a-šur-ma-lik-ma,6,6,lexicon; onomasticon,Aššur-malik; Aššur-mālik
PN,šu-ku-tum-ma,5,5,lexicon,Šukkatu
PN,lá-ma-sí-ma,5,5,lexicon; onomasticon,Lamassī
PN,a-mur-lu-sú,5,4,lexicon; onomasticon,Amur-lūṣu
PN,a-šur-ša-du-e,5,3,lexicon,Aššur-šadu'ē
PN,a-šùr-ša-du-e,5,3,lexicon,Aššur-šadu'ē
PN,áš-du,5,3,onomasticon,Aštu
PN,puzur4-a-šùr-ma,5,5,lexicon; onomasticon,Puzur-Aššur
PN,wa-al-dí-lim,5,4,lexicon; onomasticon,Walad-ilī
PN,a-šur-du10-ma,5,5,lexicon; onomasticon,Aššur-ṭab; Aššur-ṭāb
PN,bu-za-zu,5,5,lexicon; onomasticon,Buzazu; Buzāzu
PN,šu-ma-bi4-a,5,4,lexicon; onomasticon,Šumi-abia
PN,e-ta-a,5,4,lexicon; onomasticon,Etaya
PN,zu-ur-zu-ur,5,5,lexicon,Zurzura
PN,tù-ra-am-ì-lí,5,5,lexicon; onomasticon,Tūram-ilī
PN,la-ma-sí-ma,5,5,lexicon; onomasticon,Lamassī
PN,ú-ṣur-ša-a-šùr,5,5,lexicon; onomasticon,Uṣur-ša-Aššur
PN,šu-ma-bi-a,5,4,lexicon; onomasticon,Šumi-abia
PN,ga-al-ga-li-a,5,5,lexicon,Galgaliā
PN,mu-ta,5,5,lexicon; onomasticon,Mutta
PN,šu-pu-na-ah-šu,5,4,lexicon,Šuppu-naḫšu
PN,šu-mì-a-bi4-a,5,5,lexicon; onomasticon,Šumi-abia
PN,a-bu-ša-lim-ma,5,4,lexicon,Abum-šali
PN,a-šur-iš-ta-kál,5,5,lexicon; onomasticon,Aššuriš-tikal
PN,a-šùr-iš-ta-kál,5,5,lexicon; onomasticon,Aššuriš-tikal
PN,en-um-ì-lí,5,5,lexicon; onomasticon,Ennam-ilī
PN,a-šur-iš-ta-ki-il5,5,3,lexicon; onomasticon,Aššuriš-tikal
PN,a-šùr-iš-ta-ki-il5,5,3,lexicon; onomasticon,Aššuriš-tikal
PN,a-šur-sig5,5,4,lexicon; onomasticon,Aššur-damiq
PN,be-lu-ba-ni,5,5,lexicon; onomasticon,Belum-bani; Bēlum-bāni; Bēlum-bānī
PN,a-zu-za,5,5,lexicon; onomasticon,Azuza
PN,dingir-ku-ru-ub,5,5,lexicon; onomasticon,Ilī-kurub
PN,ku-da-tum,5,5,lexicon,Kudātu
PN,a-šùr-du10-ma,5,4,lexicon; onomasticon,Aššur-ṭab; Aššur-ṭāb
PN,a-nu-li,5,4,lexicon; onomasticon,Anuli
PN,kà-ku-a,5,5,lexicon; onomasticon,Kakua
PN,e-ra-dí,5,4,lexicon,Erra-iddin
PN,a-šùr-mì-ti,5,4,lexicon; onomasticon,Aššur-imittī
PN,a-šur-mì-tì,5,4,lexicon; onomasticon,Aššur-imittī
PN,a-šùr-mì-tí,5,4,lexicon; onomasticon,Aššur-imittī
PN,a-šur-mì-tí,5,4,lexicon; onomasticon,Aššur-imittī
PN,kà-sí-a,5,5,lexicon,Gaziā
PN,a-šùr-du-ri,5,5,lexicon; onomasticon,Aššur-dūrī
PN,a-li-a,5,5,onomasticon,Aliya
PN,puzur4.ištar-ma,5,3,lexicon; onomasticon,Puzur-Ištar
PN,da-lá-áš,5,4,lexicon; onomasticon,Dalaš
PN,mu-za,5,4,lexicon; onomasticon,Muza
PN,a-šùr-bé-el-a-wa-tim,5,5,lexicon,Aššur-bēl-awāti
PN,am-ma,5,4,lexicon; onomasticon,Amma; Ammā
PN,id-na-a-šur,5,5,lexicon; onomasticon,Iddin-Aššur
PN,{d}im-pí-lá-ah,5,5,lexicon; onomasticon,Adad-pilah; Adad-pilaḫ
PN,e-me-me,5,5,lexicon; onomasticon,Ememe
PN,ha-da-a,5,5,lexicon,Ḫadā
PN,sú-sá-a,5,5,lexicon,Šuzā
PN,šu-sá-a,5,5,lexicon,Šuzā
PN,sú-e-ta-ta,5,5,lexicon; onomasticon,Suen-dada?; Suetata
PN,{d}utu-e-nam,5,4,lexicon,Šamaš-enna
PN,sig5-pì-a-šur,5,4,lexicon; onomasticon,Damiq-pi-Aššur; Damiq-pī-Aššur
PN,bu-zi-a,5,3,onomasticon,Buziya
PN,la-qé-pì-im,5,5,lexicon,Lā-qēpu
PN,ha-ni,5,2,lexicon,Ḫannā
PN,tù-ur-a-a,5,5,lexicon,Durā
PN,a-šùr-utu-ši,5,5,lexicon; onomasticon,Aššur-šamši; Aššur-šamšī
PN,pè-ru-a,5,4,lexicon,Peruwa
PN,pé-ru-a,5,4,lexicon,Peruwa
PN,puzur4-{d}iškur,5,5,lexicon; onomasticon,Puzur-Adad
PN,ha-nu-ma,5,5,lexicon; onomasticon,Hanu; Ḫanu; Ḫānu
PN,ú-ṣú-ur-pì-a-šur,5,2,lexicon; onomasticon,Uṣur-pī-Aššur
PN,šál-ma-a-šùr-ma,4,4,lexicon; onomasticon,Šalim-Aššur
PN,šu-ku-tum,4,3,lexicon,Šukkatu
PN,a-šur-pí-lá-ah,4,3,lexicon; onomasticon,Aššur-pilah; Aššur-pilaḫ
PN,en-na-nu-um,4,4,lexicon,Ennānu
PN,lá-dí-a,4,4,lexicon; onomasticon,Ladia; Ladiā
PN,iš-me-dingir,4,4,lexicon; onomasticon,Išme-ilī
PN,kà-ar-wa-a,4,4,lexicon,Qarwiā
PN,na-ar-ma-ak-a-šur,4,4,lexicon,Narmak Aššur ša kēnāti; Narmak-Aššur
PN,ša-ta-na-ma,4,4,lexicon,Šāt-Anna
PN,a-ha-tim,4,4,lexicon; onomasticon,Ahatu; Aḫātu
PN,il5-ba-ni,4,3,lexicon; onomasticon,Ilī-bāni; Ilī-bānī
PN,ar-ší-ah,4,4,lexicon; onomasticon,Arši-ah; Arši-aḫ
PN,i-zi-za-am-ì-lí,4,4,lexicon; onomasticon,Izizzam-ilī
PN,pí-lá-ah-ištar-ma,4,4,lexicon; onomasticon,Pilah-Ištar; Pilaḫ-Ištar
PN,ma-ri-it-hi-im,4,4,lexicon,Maritḫu
PN,ištar,4,4,lexicon,Ištar
PN,a-šùr-ìš-tí-kál-ma,4,4,lexicon; onomasticon,Aššuriš-tikal
PN,a-šur-iš-tí-kál-ma,4,4,lexicon; onomasticon,Aššuriš-tikal
PN,e-ni-ša-ri-im,4,4,lexicon,Enišaru
PN,šu-be-lam,4,4,lexicon,Šu-Bēlu
PN,kà-tí-lá,4,4,lexicon,Qatila
PN,dingir-pí-lá-ah,4,3,lexicon; onomasticon,Ilī-pilah; Ilī-pilaḫ
PN,ku-ul-ma-ku-ul-ma,4,3,lexicon,Kulma-kulma
PN,a-šùr-ma-sú-i,4,3,lexicon; onomasticon,Aššur-massu'ī
PN,a-šùr-kà-ší-id,4,4,lexicon; onomasticon,Aššur-kāšid
PN,ša-mu-ha,4,3,lexicon,Šammuḫa
PN,i-na-ar,4,3,lexicon; onomasticon,Inar
PN,šu-a-a,4,4,lexicon,Šu-Aya
PN,sú-a-a,4,4,lexicon,Šu-Aya
PN,šu-lá-áb-ra-at,4,4,lexicon; onomasticon,Šu-Ilabrat
PN,tù-ud-ha-li-a,4,4,lexicon,Tudḫaliya
PN,uš-ha-ta,4,4,lexicon,Ušiḫata
PN,i-dí-a-šur-ma,4,4,lexicon; onomasticon,Iddin-Aššur
PN,i-ri-šu-um,4,4,lexicon,Erišu
PN,zu-zu,4,3,lexicon; onomasticon,Zuzua; Zuzuā
PN,e-na-ma-nim,4,4,lexicon,Ennamānu
PN,šu-mì-a-bi-a,4,4,lexicon; onomasticon,Šumi-abia
PN,e-ni-ša-ru-um,4,4,lexicon,Enišaru
PN,i-dí-lim,4,3,lexicon,Idī-ili
PN,šu-ku-ba-am,4,4,lexicon,Šu-Kūbu
PN,da-da-a-ma,4,4,lexicon; onomasticon,Dada; Dadā
PN,ku-la,4,4,lexicon; onomasticon,Kula
PN,ì-lí-uṣ-ra-ni,4,3,lexicon; onomasticon,Ilī-uṣranni
PN,bé-lá-nim,4,4,lexicon,Bēlānu
PN,i-dí-{d}mar.tu,4,3,onomasticon,Iddin-Amurrum
PN,a-šur-pì-lá-ah,4,3,lexicon; onomasticon,Aššur-pilah; Aššur-pilaḫ
PN,da-la-áš,4,3,lexicon; onomasticon,Dalaš
PN,a-nu-pí-a-ma,4,2,lexicon,Annu-pīa
PN,e-ni-iš-ta-ru-um,4,4,lexicon,Eništaru
PN,i-dí-ku-bi4-im,4,4,lexicon,Iddin-Kūbu
PN,ás-qú-dim,4,4,lexicon,Asqūdu
PN,ma-nu-um-šu-um-šu,4,4,lexicon; onomasticon,Mannum-šumšu
PN,a-šùr-ša-dí-li,4,3,lexicon; onomasticon,Aššur-šad-ilī
PN,tù-li,4,4,lexicon; onomasticon,Tuli
PN,bu-ri-im,4,4,lexicon; onomasticon,Būr-Adad
PN,šál-ma-a-šur-ma,4,4,lexicon; onomasticon,Šalim-Aššur
PN,a-al-du10-ma,4,4,lexicon; onomasticon,Al-ṭab; Al-ṭāb; Āl-ṭāb
PN,kà-du-ta-lá,4,1,lexicon; onomasticon,Kadutala
PN,ì-lí-mì-tí,4,1,lexicon; onomasticon,Ilī-imittī
PN,en-na-num-ma,4,4,lexicon,Ennānu
PN,a-gu5-a,4,4,lexicon; onomasticon,Agua
PN,da-a-a,4,4,lexicon; onomasticon,Daya; Dāya
PN,kàr-ri-a,4,4,lexicon,Qarwiā
PN,ú-lu,4,4,lexicon; onomasticon,Ulu
PN,a-na-na-ma,4,4,lexicon,Anna-anna
PN,ku-uk-ra,4,3,lexicon; onomasticon,Kukra
PN,šu-pí-ah-šu,4,1,lexicon; onomasticon,Šuppiahšu; Šuppiaḫšu
PN,šu-pì-ah-šu,4,1,lexicon; onomasticon,Šuppiahšu; Šuppiaḫšu
PN,ša-lim-ištar,4,3,lexicon; onomasticon,Šalim-Ištar
PN,i-ku-num,4,4,lexicon,Ikūnu
PN,ma-nu-um-ki-a-šùr,4,4,lexicon; onomasticon,Mannum-kī-Aššur
PN,a-šur-i-mì-tí-ma,4,4,lexicon; onomasticon,Aššur-imittī
PN,a-šur-i-mì-ti-ma,4,4,lexicon; onomasticon,Aššur-imittī
PN,na-na-a,4,3,lexicon; onomasticon,Nanā
PN,puzur4-a-na-ma,4,4,lexicon; onomasticon,Puzur-Anna
PN,na-ki-le-ed,4,3,lexicon,Nakiled
PN,šu-ma-li-ba-a-šùr,4,4,lexicon; onomasticon,Šumma-libbi-Aššur
PN,a-šu-wa-an,4,1,lexicon; onomasticon,Ašuwan
PN,a-šur-utu-ši,4,4,lexicon; onomasticon,Aššur-šamši; Aššur-šamšī
PN,a-šùr-sig5,4,4,lexicon; onomasticon,Aššur-damiq
PN,lu-lu-ú,4,3,lexicon; onomasticon,Lulu
PN,kur-ub-sú-in,4,2,lexicon; onomasticon,Kurub-Suen
PN,a-šùr-utu-ma,4,1,lexicon; onomasticon,Aššur-šamši; Aššur-šamšī
PN,ša-ta-na,4,4,lexicon,Šāt-Anna
PN,zu-zu-a,4,2,lexicon; onomasticon,Zuzua; Zuzuā
PN,ša-lim-bé-lí,4,3,lexicon; onomasticon,Šalim-bēlī
PN,iš-ma-a-šur,4,4,lexicon; onomasticon,Išme-Aššur
PN,ma-lá-ba,4,3,lexicon; onomasticon,Malaba
PN,ší-ša-ra,4,4,lexicon; onomasticon,Šišara
PN,kà-a-tim,4,4,lexicon,Qayyātu
PN,i-dí-a-šùr-ma,4,4,lexicon; onomasticon,Iddin-Aššur
PN,ištar-il5-šu,4,3,lexicon; onomasticon,Ištar-ilšu
PN,en-nu-um-a-šur,4,3,lexicon; onomasticon,Ennam-Aššur
PN,ma-nu-ba,4,3,lexicon; onomasticon,Manuba
PN,ha-na-na-ru-um,4,2,lexicon,Ḫanna-nāru
PN,i-na-ah-dingir-ma,4,3,lexicon; onomasticon,Inah-ilī; Inaḫ-ilī
PN,tù-ta-a,4,3,onomasticon,Tutaya
PN,šu-lá,4,1,lexicon; onomasticon,Šula
PN,ga-na-be-li,4,1,lexicon,Gana-bēlī
PN,šu-la,4,1,lexicon; onomasticon,Šula
PN,sú-la,4,1,lexicon; onomasticon,Zula
PN,ir-ma-a-šùr-ma,4,3,lexicon; onomasticon,Irma-Aššur
PN,hu-na-da-du-a,4,1,lexicon; onomasticon,Hunadadua; Ḫunadadua
PN,ba-za-za-a,4,1,lexicon; onomasticon,Bazaza; Bazāza
PN,du-du,4,1,lexicon; onomasticon,Dudu
PN,lá-ta-a,4,2,lexicon,Ladā
PN,ma-nu-ba-lúm-a-šur,3,3,lexicon; onomasticon,Mannum-balum-Aššur; Mannum-bālum-Aššur
PN,tí-bu-lá,3,2,lexicon; onomasticon,Tibula
PN,a-mur-lu-ṣú,3,2,lexicon; onomasticon,Amur-lūṣu
PN,li-la,3,3,lexicon; onomasticon,Lila
PN,i-dí-ku-bu-um,3,3,lexicon,Iddin-Kūbu
PN,li-lá,3,3,lexicon; onomasticon,Lila
PN,a-šu-ú-ma-an,3,3,lexicon; onomasticon,Ašu'uman
PN,sá-ma-a,3,3,lexicon,Samā; Šamā
PN,ša-ma-a,3,3,lexicon,Samā; Šamā
PN,sà-ma-a,3,3,lexicon,Samā; Šamā
PN,dingir.sipa,3,3,lexicon; onomasticon,Ilī-rē'ī
PN,a-šur-du-gul,3,3,lexicon; onomasticon,Aššur-dugul
PN,sú-e-a,3,3,lexicon; onomasticon,Sueyya
PN,a-ku-a,3,3,lexicon; onomasticon,Agua
PN,man.ištar,3,3,lexicon; onomasticon,Puzur-Ištar
PN,{d}im.gal-ma,3,3,lexicon; onomasticon,Adad-rabi
PN,puzur4.sa.tu,3,3,lexicon; onomasticon,Puzur-Šadue; Puzur-šaduē
PN,da-na-ma,3,3,lexicon,Dānā
PN,bu-ṣí-a,3,3,lexicon; onomasticon,Buṣiā; Būṣia
PN,a-ba-ba-a-ma,3,3,lexicon; onomasticon,Ababa
PN,i-sá-a,3,3,lexicon; onomasticon,Isa; Isā; Iša
PN,i-ša-a,3,3,lexicon; onomasticon,Isa; Isā; Iša
PN,lá-qé-ep-ma,3,3,lexicon,Lā-qēpu
PN,dingir-pì-lá-ah,3,2,lexicon; onomasticon,Ilī-pilah; Ilī-pilaḫ
PN,hu-du-be-li,3,3,lexicon; onomasticon,Hudu-bēlī; Ḫudu-bēlī
PN,di-di-a,3,3,lexicon; onomasticon,Didia
PN,šu-ku-tim,3,3,lexicon,Šukkatu
PN,bu-ur-a-šùr,3,2,lexicon; onomasticon,Būr-Aššur
PN,li-ip-ta-nim,3,2,lexicon,Lipit-Ani
PN,ili5-we-da-ku,3,3,lexicon; onomasticon,Ilī-wēdāku
PN,sig5-pí-i-a-šur-ma,3,3,lexicon; onomasticon,Damiq-pi-Aššur; Damiq-pī-Aššur
PN,e-na-ah-dingir-ma,3,3,lexicon; onomasticon,Inah-ilī; Inaḫ-ilī
PN,ku-ku-ú,3,3,lexicon; onomasticon,Kuku; Kukū
PN,ṣí-lu-uš-da-gan,3,3,lexicon; onomasticon,Ṣilluš-Dagān
PN,ṣí-lu-uš-da-gán,3,3,lexicon; onomasticon,Ṣilluš-Dagān
PN,a-zu-ta-a,3,3,lexicon,Azutā
PN,mì-šu-ra-bi,3,3,lexicon,Mēšar-rabi
PN,en-na-sú-en,3,3,lexicon,Ennam-Suen
PN,{d}a-šur-{d}utu-ši,3,3,lexicon; onomasticon,Aššur-šamši; Aššur-šamšī
PN,en-nam-a-a,3,3,lexicon,Ennamā
PN,ša-da-na,3,1,lexicon,Šāt-Anna
PN,en-um-{d}im,3,3,lexicon; onomasticon,Ennam-Adad
PN,ì-lí-dan-ma,3,3,lexicon; onomasticon,Ilī-dān
PN,a-šur-re-ṣí-ma,3,2,lexicon; onomasticon,Aššur-rēṣī
PN,ší-li-ú-ma-an,3,3,lexicon,Šili-uman
PN,a-šur-mu-ta-bi4-il5,3,2,lexicon,Aššur-muttabbil
PN,sà-ak-li-a,3,3,lexicon; onomasticon,Saklia; Sakliā
PN,sá-ak-li-a,3,3,lexicon; onomasticon,Saklia; Sakliā
PN,sá-ak-lí-a,3,3,lexicon; onomasticon,Saklia; Sakliā
PN,lá-ba-na-da,3,3,lexicon; onomasticon,Laban-nādā
PN,a-sa-su,3,3,lexicon; onomasticon,Asasu
PN,{d}utu-ba-ni-ma,3,2,lexicon; onomasticon,Šamaš-bāni; Šamaš-bānī
PN,a-mu-ra,3,3,lexicon,Amurrā
PN,i-šar-ki-da-a-šur,3,3,lexicon,Išār-kitt-Aššur
PN,gal-a-šur,3,1,lexicon; onomasticon,Rabi-Aššur
PN,uš-ma-a,3,3,lexicon,Ušmā
PN,us-ma-a,3,3,lexicon,Ušmā
PN,e-na-sú-in-ma,3,3,lexicon,Ennam-Suen
PN,i-na-sú-in-ma,3,3,lexicon,Ennam-Suen
PN,a-šur-ma-sú-wi,3,3,lexicon; onomasticon,Aššur-massu'ī
PN,i-dí-sú-en,3,3,lexicon; onomasticon,Iddin-Suen
PN,ma-nu-ba-lúm-a-šur-ma,3,1,lexicon; onomasticon,Mannum-balum-Aššur; Mannum-bālum-Aššur
PN,sig5-pì-i-a-šùr,3,2,lexicon; onomasticon,Damiq-pi-Aššur; Damiq-pī-Aššur
PN,la-qé-pu-um,3,3,lexicon,Lā-qēpu
PN,puzur4,3,3,lexicon,Puzuru
PN,ip-hu-ru-um,3,3,lexicon,Ipḫuru
PN,i-ku-mì-šar,3,3,lexicon,Ikūn-mēšar
PN,bu-zu-zi-im,3,3,onomasticon,Buzuzum
PN,puzur4.dingir,3,3,lexicon; onomasticon,Puzur-ilī
PN,dingir.illat,3,2,lexicon; onomasticon,Ilī-ellat
PN,a-ku-tim,3,2,lexicon,Akūtu
PN,dingir-mu-ta-bi-il5,3,2,lexicon,Ilī-mutabbil
PN,qar-da-a,3,3,lexicon,Qardā
PN,sú-sà-a-a,3,3,lexicon,Šuzā
PN,du-šu-ba,3,1,lexicon; onomasticon,Tušuba
PN,ku-zi-zi,3,1,lexicon; onomasticon,Kuzizi
PN,šu-ni-il5-ga,3,1,lexicon; onomasticon,Šunilka
PN,da-da-a-a,3,3,lexicon; onomasticon,Dada; Dadā
PN,a-ra-ší,3,3,lexicon; onomasticon,Arašu
PN,šu-bé-lam,3,3,lexicon,Šu-Bēlu
PN,a-ta-ah-šu,3,3,lexicon; onomasticon,Atahšu; Ataḫšu
PN,i-dí-{d}utu,3,2,lexicon; onomasticon,Iddin-Šamaš
PN,nim-ma,3,3,lexicon,Nimā
PN,ba-za-za,3,3,lexicon; onomasticon,Bazaza; Bazāza
PN,ha-bu-a-lá,3,3,lexicon; onomasticon,Hapuala; Ḫapuala
PN,sig5-pì-i-a-šur,3,3,lexicon; onomasticon,Damiq-pi-Aššur; Damiq-pī-Aššur
PN,kà-<gap>,3,2,onomasticon,Kaza
PN,ša-ba-ha-nim,3,3,lexicon,Šabaḫānu
PN,ú-sà-ri-a,3,3,lexicon,Uṣariya
PN,a-šur-ba-ni-ma,3,3,lexicon; onomasticon,Aššur-bāni; Aššur-bānī
PN,ha-pì-ah-šu,3,3,lexicon; onomasticon,Hapiahšu; Ḫapiaḫšu
PN,a-ta-tí-a,3,3,lexicon; onomasticon,Adadia
PN,a-bu-um-dingir,3,3,lexicon,Abum-ilu
PN,ha-al-gi-a-šu,3,2,lexicon; onomasticon,Halkiašu; Ḫalkiašu
PN,e-ni-iš-ta-ri-im,3,3,lexicon,Eništaru
PN,a-ta-a-ma,3,3,lexicon,Attā
PN,en-na-nam,3,3,lexicon,Ennānu
PN,a-ba-ta-na-nim,3,2,lexicon,Abatanānu
PN,púzur-a-šùr-ma,3,2,lexicon; onomasticon,Puzur-Aššur
PN,ša-lim-ìr-dí,3,2,lexicon; onomasticon,Šalim-wardī
PN,šu-kà-lim,3,2,lexicon,Sukkallu; Šukkallu
PN,er-nu-id,3,3,lexicon; onomasticon,Irnuid
PN,lá-ta-ra-ak,3,3,lexicon; onomasticon,Latarak
PN,a-šur-la-ma-sí,3,3,lexicon; onomasticon,Aššur-lamassī
PN,šu-pu-nu-ma-an,3,3,onomasticon,Šupunuman
PN,ha-ar-ša,3,2,lexicon; onomasticon,Harša; Ḫarša
PN,e-na-a-šùr,3,2,lexicon; onomasticon,Ennam-Aššur
PN,ili5-pì-ú-ṣur,3,2,lexicon; onomasticon,Ilī-pī-uṣur
PN,a-šùr-ba-ni-ma,3,2,lexicon; onomasticon,Aššur-bāni; Aššur-bānī
PN,šu-kà-tám,3,3,lexicon,Šukkatu
PN,a-de8-lá-at,3,3,lexicon; onomasticon,Adad-ellat
PN,a-ší-a-at,3,2,lexicon; onomasticon,Ašiad
PN,li-ip-ta-num,3,3,lexicon,Lipit-Ani
PN,ku-ni-lúm,3,3,lexicon,Kunilu
PN,iṣ-mì-dí-lim,3,1,lexicon,Iṣmid-ilu
PN,šé-lu-um-ar-dí,3,3,lexicon,Šelum-ardī
PN,ba-ba-ší-ba,3,1,lexicon; onomasticon,Babašiba
PN,zu-ú-a,3,3,lexicon,Zuā
PN,e-nam-a-šùr,3,3,lexicon; onomasticon,Ennam-Aššur
PN,da-ra-ší,3,2,lexicon; onomasticon,Daraš
PN,da-ra-ši,3,2,lexicon; onomasticon,Daraši
PN,pí-lá-ah-a-šur-ma,3,2,lexicon; onomasticon,Pilah-Aššur; Pilaḫ-Aššur
PN,ki-li-a,3,3,lexicon,Kiliā
PN,šu-li-a,3,3,lexicon,Zuliā
PN,da-mu-ma,3,3,lexicon; onomasticon,Damuma
PN,iš-pu-na-ah-šu,3,3,lexicon; onomasticon,Išpunahšu; Išpunaḫšu
PN,man-a-šùr-ma,3,3,lexicon; onomasticon,Puzur-Aššur
PN,ki-kà-ar-ša-an,3,3,lexicon; onomasticon,Kikaršan
PN,ha-pu-a-šu,3,3,lexicon,Ḫapiaššu
PN,ba-ba-li,3,3,lexicon,Babali
PN,i-dí-ku-bi-im,3,3,lexicon,Iddin-Kūbu
PN,a-šur-e-mu-qí-ma,3,1,lexicon; onomasticon,Aššur-emūqī
PN,a-šur-dùl,3,2,lexicon; onomasticon,Aššur-ṣulūlī
PN,a-šùr-dùl,3,2,lexicon; onomasticon,Aššur-ṣulūlī
PN,ma-nu-ki-dingir-a,3,3,lexicon; onomasticon,Mannum-kī-ilia
PN,du10-ṣí-li-a-šur,3,3,lexicon; onomasticon,Ṭāb-ṣill-Aššur
PN,ku-da-dim,3,2,lexicon,Kudātu
PN,i-lá-li-iš-kán,3,3,lexicon,Elališka
PN,e-dí-in-a-šùr,3,3,lexicon; onomasticon,Iddin-Aššur
PN,bi-lá,3,3,lexicon,Bila
PN,e-dí-in-a-šur,3,3,lexicon; onomasticon,Iddin-Aššur
PN,ma-ma-na,3,3,lexicon; onomasticon,Mamana
PN,ba-ba-lá-nim,3,2,lexicon,Babalānu
PN,tù-ra-am-dingir,3,2,lexicon; onomasticon,Tūram-ilī
PN,i-ku-pì-ištar,3,2,lexicon; onomasticon,Ikūn-pī-Ištar
PN,la-qé-ep-ma,3,2,lexicon,Lā-qēpu
PN,èr-ra-ili5,3,2,lexicon; onomasticon,Erra-ilī
PN,zi-a,3,3,lexicon; onomasticon,Zia
PN,šu-be-lim-ma,3,3,lexicon,Šu-Bēlu
PN,sá-sí-a,3,3,lexicon; onomasticon,Sasia; Sasiā; Šašia
PN,sà-sí-a,3,3,lexicon; onomasticon,Sasia; Sasiā; Šašia
PN,ša-ší-a,3,3,lexicon; onomasticon,Sasia; Sasiā; Šašia
PN,na-zi,3,3,lexicon; onomasticon,Nazi
PN,šu-nu-nu-ma,3,3,lexicon; onomasticon,Šu-Nunu
PN,ga-al-dá-a,3,2,lexicon,Galdā
PN,ba-la,3,3,lexicon,Balā
PN,e-ni-iš-ta-ra-am,3,2,lexicon,Eništaru
PN,ba-a,3,2,lexicon; onomasticon,Baya
